title,platform,publisher,developer,genre,rating,release_date,multihoming,playersnum,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
Ride to Hell: Retribution,PlayStation 3,['Deep Silver'],"Eutechnyx, Deep Silver","['Driving', 'Action Adventure', 'Modern', 'Racing', 'General', 'Modern', 'Motorcycle', 'Motocross']",M,25-Jun-13,"['PC', 'Xbox 360']",No Online Multiplayer,"The game is set in the last years of the roaring 1960s, a time of sex, drugs and rock 'n' roll. The biker movement, rock music and the hippie counterculture all add to the fascinating atmosphere to be experienced in Ride to Hell. Action-loaded from the very start with free roaming environments, players can immerse themselves in the liberty and freedom of riding full throttle with their gang on a multitude of different vehicles through the dusty flats of Western America. Protecting their turf, their brothers and their machines from rival gangs is just a taste of what this epic game involves. Ride to Hell is not for the faint-hearted; it's aimed heavily at the player who wants to become fully involved in the original West Coast biker culture. With its hard drinking, bare-knuckle environment, this is as close to the action as you can get. [Deep Silver]",13,Overwhelming dislike,0,0,4,1.1,Overwhelming dislike,19,6,218
Ride to Hell: Retribution - Cook's Mad Recipe,PlayStation 3,['Deep Silver'],Deep Silver,"['Action Adventure', 'General', 'Modern']",M,25-Jun-13,"['PC', 'Xbox 360']",,,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Ridge Racer 7,PlayStation 3,['Namco Bandai Games'],Namco Bandai Games,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']",E,13-Nov-06,,Up to 14,"A first in franchise history, Ridge Racer 7 offers 375,000 ways to make your machine unique, with up to 7,150 combinations to tailor the performance of each machine. The game's new customization features include: Create the Ultimate Exterior: Players can choose from a variety of body kits, colors and decals to change the look of their machines, as well as a large selection of wheels. Improved Performance: Perform engine tune-ups and performance upgrades to improve your chances in the extensive GP series. Customizable Handling: Improve cornering performance by adjusting tires and suspension to customize drift characteristics. Variable Nitrous: Various nitrous options are now available. Strengthen your normal or ultimate charge, increase the number of nitrous tanks, select auto-charge or reverse charge, or even use flex nitrous, which can be turned on or off at any time. Three, all-new powerful, head-turning RIDGE RACER 7 machines: Centellee: The latest super sports vehicle from Terrazi boasts a 4000cc V8 engine, a top speed of 210mph and a handcrafted body, making this machine no match for its competitors. Magnifico: With an extremely practical and luxurious interior, this powerful and sporty car possesses a drastically lightened body, an inline 2000cc 4-cylinder engine, and a top speed of 178mph. Jujak: This high-tech sports coupe features multi-torque control for variable road and weather conditions, an inline 2700cc 4-cylinder engine and a top speed of 156mph. Jujak is the cutting-edge sports car. [Namco Bandai Games]",78,Generally favorable reviews,36,9,0,7.4,Mixed or average reviews,44,9,12
Ridge Racer 7: 3D License Version,PlayStation 3,['Namco Bandai Games'],Namco Bandai Games,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']",E,18-Oct-11,,,"Get ready to drift through tight corners with ease at speeds of over 200km/h. The renownedexhilarating drift racing game, RIDGE RACER is back. It's been 3 years since the previous RIDGERACER 7 but many still enjoy the unique game play experience today. Such RIDGE RACER 7 hasnow become 3D compatible. The distance between the cars and corners can now be felt with theplayers instincts thanks to the new 3D technologies enabling more spectacular and exhilaratingraces to unfold.",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Ridge Racer Unbounded,PlayStation 3,['Namco Bandai Games'],Bugbear,"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']",T,27-Mar-12,"['PC', 'Xbox 360']",Up to 8,"The RIDGE RACER series takes off in a new direction with RIDGE RACER Unbounded. Join the Unbounded team, a group of lawless badass racers, terrorizing the streets of Shatter Bay and expand your ever growing territory. Drive & Destroy everything in your path to create new areas that were once off limits. Go online to Dominate and race an unlimited supply of user created maps. [Namco Bandai]",72,Mixed or average reviews,9,11,0,6.1,Mixed or average reviews,15,7,9
Rio,PlayStation 3,['THQ'],"Eurocom Entertainment Software, Eurocom","['Miscellaneous', 'General', 'General', 'Party / Minigame']",E10+,12-Apr-11,['Xbox 360'],No Online Multiplayer,"Its odd that this game did not become popular. As a family this game can help with tons of enjoyment and offers several different types of gaming options to choose from. You can play against each other, or could play as a team. All is fun. It is not the type of game you would want to play alone for sure.",65,Mixed or average reviews,2,5,1,6.7,Mixed or average reviews,2,3,1
Rise of the Argonauts,PlayStation 3,['Codemasters'],Liquid Entertainment,"['Role-Playing', 'Action RPG', 'Action RPG']",M,16-Dec-08,"['PC', 'Xbox 360']",1 Player,"Rise of the Argonauts immerses gamers in a gladiatorial adventure, set in wondrously imagined vision of ancient Greece. With deep exploration and epic quests, players live a life of brutal combat as they lead a team of iconic warriors - including Jason, Hercules and Atalanta - through a world ruled by mythological gods. [Codemasters]",57,Mixed or average reviews,4,26,4,7.4,Mixed or average reviews,15,7,3
Rise of the Guardians,PlayStation 3,['D3Publisher'],"Torus Games, D3Publisher","['Adventure', 'General', 'General']",E10+,20-Nov-12,"['3DS', 'iPhone/iPad', 'Wii U', 'Xbox 360']",,"Let your imagination soar in Rise of the Guardians: The Video Game as you play in an action-packed adventure game as one of the classic childhood legends, including: North (aka Santa Claus), Tooth (aka the Tooth Fairy), Bunnymund (aka the Easter Bunny), Sandman, and Jack Frost.  Each player has their own set of upgradable and never-before-seen extraordinary abilities to help you take on the evil spirit ""Pitch"" and his infectious nightmares.  With drop-in-and-out multiplayer and up to four players on consoles, cool team attacks, and an arsenal of spellbinding moves, you and your team of Guardians will protect the hopes, beliefs and imaginations of children all over the world!",0,No score yet,0,0,2,3.3,Generally unfavorable reviews,1,0,3
Risen 2: Dark Waters,PlayStation 3,['Deep Silver'],Piranha Bytes,"['Role-Playing', 'General', 'General', 'Action RPG']",M,31-Jul-12,"['PC', 'Xbox 360']",No Online Multiplayer,"Set several years after the end of Risen, raging titans have devastated the world and pushed humanity to the brink of existence. Subsequently, monstrous creatures have risen from the watery depths of the sea and their attacks have brought all seafaring to a grinding halt. The hero, now a member of the Inquisition, is sent out to find out how to stop the chaos caused by these creatures from the deep.  His quest begins with rumors that the pirates who frequent the southern islands are the only ones who know a way to get rid of the creatures once and for all and end their reign of terror.",47,Generally unfavorable reviews,1,7,5,4.9,Generally unfavorable reviews,23,8,28
Risen 2: Dark Waters - Air Temple,PlayStation 3,['Deep Silver'],Piranha Bytes,"['Role-Playing', 'General', 'General', 'Action RPG']",M,31-Jul-12,['PC'],,,0,No score yet,0,0,0,4.8,Generally unfavorable reviews,1,1,2
Risen 2: Dark Waters - Treasure Isle,PlayStation 3,['Deep Silver'],Piranha Bytes,"['Role-Playing', 'General', 'General', 'Action RPG']",M,31-Jul-12,['PC'],,"Embark on a brand new adventure in pursuit of the legendary treasure of Captain Steelbeard. Join Captain Steelbeard's daughter, Patty, on a journey to an unknown island that offers new environments to explore and many puzzles to solve, treasures to loot and mysteries to unravel. An all-new exclusive legendary item awaits those who have the courage to undertake this quest.",0,No score yet,0,0,0,tbd,No user score yet,1,0,1
Risen 3: Titan Lords,PlayStation 3,['Deep Silver'],Piranha Bytes,"['Role-Playing', 'General', 'Action RPG']",M,12-Aug-14,"['PC', 'PlayStation 4', 'Xbox 360']",No Online Multiplayer,The world has been abandoned by its deities and is scarred from the attack of the Titans. Humanity struggles to regain strength and marshal its forces. You have more immediate concerns: your own life has been shattered and you must set off to reclaim what is lost in the darkness that is spreading throughout the world.,36,Generally unfavorable reviews,0,1,7,3.9,Generally unfavorable reviews,27,7,52
RISK,PlayStation 3,['Ubisoft'],Zoe Mode,"['Miscellaneous', 'Board / Card Game']",E10+,28-Apr-15,"['PlayStation 4', 'Switch', 'Xbox 360', 'Xbox One']",Up to 5,"Modern combat meets RISK - the classic game of global domination. RISK steps into the near future with modern armies. Using the 2010 rules as standard, Risk offers an exciting strategic experience. Direct the war from your high-tech control room, fighting on the classic map layout on 3D; Deploy tanks, planes and infantry All in the modern warfare twist on the classic game of global domination! Xbox Live league play allows you to compete with people from around the world.",0,No score yet,0,0,0,tbd,No user score yet,0,1,0
RISK: Factions,PlayStation 3,['Electronic Arts'],Stainless Games,"['Strategy', 'Miscellaneous', 'Turn-Based', 'Wargame', 'Board / Card Game', 'Turn-Based', 'General']",E10+,21-Dec-10,"['PC', 'Xbox 360']",,"RISK: Factions will offer innovative ways of experiencing the timeless turn-based board game in both objective-based and world conquest modes. Players will be able to engage as one of five playable factions, each with different strengths, as they wage war on new maps with dynamic terrain in their quest for missile silos in order to strategically dominate the game. Additionally, as rivals go head-to-head during unique, animated combat missions, enemies will be able to trigger ""Overkill"" moments, based on the roll of the dice, and unlock avatar awards while attempting global supremacy. With a new animated art style, kooky humor and a choice of five oddball factions, RISK: Factions is sure to offer something for veteran RISK strategists and newcomers alike.",0,No score yet,2,0,0,6.6,Mixed or average reviews,3,1,1
Risk: Urban Assault,PlayStation 3,['Ubisoft'],Zoe Mode,"['Strategy', 'Miscellaneous', 'Turn-Based', 'Board / Card Game', 'General']",E10+,2-Aug-16,"['PlayStation 4', 'Xbox 360', 'Xbox One']",Up to 5,"Lead your troops to victory with RISK: Urban Assault! In the near future, rapidly rising sea levels cause extreme food shortages, triggering mass riots and anarchy throughout the world. As governments collapse in once-prosperous cities, new factions step into the power vacuum, fighting intense battles for total control.",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
River City Super Sports Challenge: All Stars Special,PlayStation 3,"['H2 Interactive Co., Ltd.']",Arc System Works,"['Sports', 'Individual', 'Athletics']",E10+,28-Oct-15,"['PC', 'PlayStation 4']",Up to 4,"Reiho High School's student council president Todo arranges an athletes meet to make up for the trouble caused by the ex-student council president, Yamada. A very healthy and youthful approach. But in reality, it is intended to show off the power of Reiho High School. Meanwhile, Kunio and his friends are preparing for the meet at Nekketsu High School. Includes 6 DLC:- Historical Drama Team- Dodgeball Team- Fairytale Team- Shishi Rengo Package- MISUZU Package- Ouen Girl Package",0,No score yet,0,0,0,tbd,No user score yet,2,0,0
